gene_id,max_y_proba_full_model
ENSG00000156515,0.87753629684448242
ENSG00000159339,0.808054506778717
ENSG00000048028,0.77756381034851074
ENSG00000147854,0.77752685546875
ENSG00000174125,0.75783681869506836
ENSG00000255561,0.5218997597694397
ENSG00000143493,0.5953599214553833
ENSG00000125871,0.80696135759353638
ENSG00000064763,0.784454345703125
ENSG00000120071,0.83879959583282471
ENSG00000003509,0.56069791316986084
ENSG00000070366,0.63705539703369141
ENSG00000064886,0.79183691740036011
ENSG00000131386,0.80286908149719238
ENSG00000143786,0.85183709859848022
ENSG00000158092,0.78458315134048462
ENSG00000162711,0.798346757888794
ENSG00000174963,0.74989163875579834
ENSG00000065000,0.54900914430618286
ENSG00000069667,0.91096675395965576
ENSG00000080618,0.84204185009002686
ENSG00000105088,0.67827367782592773
ENSG00000112584,0.69267487525939941
ENSG00000134871,0.85076808929443359
ENSG00000136378,0.86395597457885742
ENSG00000158373,0.63251721858978271
ENSG00000166963,0.804450273513794
ENSG00000188266,0.79376095533370972
ENSG00000144229,0.85390490293502808
ENSG00000204947,0.69236880540847778
ENSG00000144821,0.82371681928634644
ENSG00000147485,0.79625517129898071
ENSG00000147676,0.85328733921051025
ENSG00000154027,0.8533446192741394
ENSG00000174004,0.75563323497772217
ENSG00000074657,0.563304603099823
ENSG00000088826,0.90101033449172974
ENSG00000109917,0.87810248136520386
ENSG00000120162,0.90899437665939331
ENSG00000125772,0.90680760145187378
ENSG00000126500,0.62677979469299316
ENSG00000129116,0.84380006790161133
ENSG00000130856,0.89219754934310913
ENSG00000137491,0.71341615915298462
ENSG00000138756,0.89296984672546387
ENSG00000147889,0.91492003202438354
ENSG00000160588,0.6273233294487
ENSG00000164344,0.918249249458313
ENSG00000187079,0.88494932651519775
ENSG00000204922,0.54990291595458984
ENSG00000002933,0.5898672342300415
ENSG00000111713,0.76198804378509521
ENSG00000163806,0.83412754535675049
ENSG00000054690,0.80679386854171753
ENSG00000100599,0.92131197452545166
ENSG00000130749,0.64320355653762817
ENSG00000133943,0.75366628170013428
ENSG00000139842,0.74171024560928345
ENSG00000140382,0.69106090068817139
ENSG00000146409,0.68135076761245728
ENSG00000151575,0.8568604588508606
ENSG00000170915,0.87846213579177856
ENSG00000179630,0.82726681232452393
ENSG00000187498,0.9118579626083374
ENSG00000198551,0.55972057580947876
ENSG00000204604,0.69166439771652222
ENSG00000214226,0.77472734451293945
ENSG00000004809,0.90453982353210449
ENSG00000090339,0.57853013277053833
ENSG00000102780,0.82245159149169922
ENSG00000118939,0.65611976385116577
ENSG00000124782,0.87384128570556641
ENSG00000124813,0.88176345825195312
ENSG00000135317,0.57524371147155762
ENSG00000135541,0.89530682563781738
ENSG00000137764,0.70374220609664917
ENSG00000140545,0.76324367523193359
ENSG00000165929,0.8684571385383606
ENSG00000167483,0.68251991271972656
ENSG00000184986,0.68735098838806152
ENSG00000107242,0.89513784646987915
ENSG00000150787,0.66563516855239868
ENSG00000152242,0.81779420375823975
ENSG00000112339,0.83416038751602173
ENSG00000128918,0.90716242790222168
ENSG00000134882,0.67233067750930786
ENSG00000146243,0.90123695135116577
ENSG00000171766,0.76814842224121094
ENSG00000198554,0.63754463195800781
ENSG00000204977,0.6059565544128418
ENSG00000123612,0.86776518821716309
ENSG00000138078,0.71604138612747192
ENSG00000140057,0.84635496139526367
ENSG00000105889,0.85477203130722046
ENSG00000120093,0.63033527135849
ENSG00000146592,0.867518961429596
ENSG00000155660,0.67858058214187622
ENSG00000164877,0.728153645992279
ENSG00000214022,0.57438522577285767
ENSG00000164116,0.90564525127410889
ENSG00000174306,0.76890361309051514
ENSG00000107249,0.9117732048034668
ENSG00000109381,0.73675423860549927
ENSG00000110665,0.681579053401947
ENSG00000110696,0.82796716690063477
ENSG00000132823,0.85564935207366943
ENSG00000141458,0.8214607834815979
ENSG00000149968,0.88085329532623291
ENSG00000151718,0.78760284185409546
ENSG00000160323,0.71948373317718506
ENSG00000196914,0.85976326465606689
ENSG00000164535,0.79186546802520752
ENSG00000165029,0.93101084232330322
ENSG00000139826,0.51868700981140137
ENSG00000270800,0.77550899982452393
ENSG00000103426,0.70306152105331421
ENSG00000145779,0.904953122138977
ENSG00000187045,0.78184926509857178
ENSG00000010803,0.85668623447418213
ENSG00000033867,0.855612576007843
ENSG00000075391,0.7196153998374939
ENSG00000093167,0.73063147068023682
ENSG00000104643,0.54898899793624878
ENSG00000116678,0.86421042680740356
ENSG00000116874,0.7906915545463562
ENSG00000134249,0.80716860294342041
ENSG00000143126,0.67781859636306763
ENSG00000143479,0.69866257905960083
ENSG00000154783,0.83913403749465942
ENSG00000156170,0.70493829250335693
ENSG00000157873,0.7029297947883606
ENSG00000158186,0.8201262354850769
ENSG00000163431,0.73028421401977539
ENSG00000169717,0.80923259258270264
ENSG00000180376,0.86331850290298462
ENSG00000180767,0.80355685949325562
ENSG00000180999,0.75753980875015259
ENSG00000184489,0.81284534931182861
ENSG00000196772,0.531470537185669
ENSG00000204219,0.7260097861289978
ENSG00000206559,0.75782889127731323
ENSG00000206560,0.69133204221725464
ENSG00000206561,0.81911557912826538
ENSG00000214193,0.67922240495681763
ENSG00000062716,0.80454468727111816
ENSG00000108474,0.82251495122909546
ENSG00000119242,0.82480901479721069
ENSG00000108932,0.67373466491699219
ENSG00000142484,0.53967368602752686
ENSG00000153253,0.85000675916671753
ENSG00000253276,0.82981616258621216
ENSG00000129965,0.82834881544113159
ENSG00000133816,0.85688316822052
ENSG00000011422,0.72334551811218262
ENSG00000137872,0.90119665861129761
ENSG00000145996,0.8882179856300354
ENSG00000197360,0.91030097007751465
ENSG00000174527,0.832483172416687
ENSG00000101019,0.78485387563705444
ENSG00000110693,0.87387984991073608
ENSG00000137693,0.90702414512634277
ENSG00000184828,0.90117865800857544
ENSG00000205809,0.66559690237045288
ENSG00000124203,0.84263646602630615
ENSG00000198099,0.86187499761581421
ENSG00000107960,0.61890226602554321
ENSG00000118898,0.80411475896835327
ENSG00000148677,0.56908577680587769
ENSG00000162104,0.84116566181182861
ENSG00000165406,0.88857346773147583
ENSG00000198743,0.66788864135742188
ENSG00000107651,0.66795504093170166
ENSG00000123240,0.86411517858505249
ENSG00000140718,0.75079226493835449
ENSG00000145864,0.893298864364624
ENSG00000151150,0.8971257209777832
ENSG00000158486,0.79380053281784058
ENSG00000164175,0.8773229718208313
ENSG00000164199,0.87741786241531372
ENSG00000183765,0.83197587728500366
ENSG00000205726,0.80183380842208862
ENSG00000106070,0.86871224641799927
ENSG00000183091,0.76231485605239868
ENSG00000108176,0.85815101861953735
ENSG00000113522,0.5447353720664978
ENSG00000128274,0.80438005924224854
ENSG00000175857,0.603900134563446
ENSG00000054983,0.922623872756958
ENSG00000079819,0.907614529132843
ENSG00000112293,0.76342678070068359
ENSG00000112494,0.87571179866790771
ENSG00000119599,0.9039376974105835
ENSG00000120659,0.91105300188064575
ENSG00000137809,0.85201817750930786
ENSG00000140320,0.53918737173080444
